0 	 88.9378
1 	 66.4069
2 	 31.2513
3 	 17.0188
4 	 8.64318
5 	 10.3253
6 	 7.77795
7 	 7.67551
7b 	 8.03372
8 	 7.78582
8b 	 10.2201
8 	 7.22522
