0 	 44.4064
1 	 28.3894
2 	 14.1852
3 	 7.59579
4 	 4.12707
5 	 4.84766
6 	 3.58732
7 	 3.52959
7b 	 3.64906
8 	 3.58363
8b 	 5.1903
8 	 4.28943
