0 	 10.9367
1 	 7.07039
2 	 3.7858
3 	 1.91968
4 	 1.07374
5 	 1.21341
6 	 0.947152
7 	 0.923729
7b 	 0.968939
8 	 0.932364
8b 	 1.26439
8 	 1.11542
