2	0.10363	0.00091
4	0.05743	0.00034
8	0.04180	0.00058
16	0.03554	0.00040
32	0.03451	0.00018
64	0.03606	0.00024
128	0.03820	0.00067
256	0.04669	0.00059
512	0.06583	0.00008
1024	0.09563	0.00045
