2	0.02513	0.00029
4	0.01429	0.00033
8	0.01018	0.00023
16	0.00812	0.00013
32	0.00852	0.00016
64	0.00909	0.00008
128	0.00976	0.00016
256	0.01005	0.00009
512	0.01648	0.00014
1024	0.02252	0.00015
