2	0.44433	0.00780
4	0.24637	0.00342
8	0.16871	0.00119
16	0.15634	0.00057
32	0.13692	0.00083
64	0.15796	0.00134
128	0.19911	0.00196
256	0.23144	0.00010
512	0.35451	0.00014
1024	0.39806	0.00076
